movieId,movie_idx,title_clean,genres_clean,corpus
61123,8101,High School Musical 2,comedy drama musical romance,high school musical 2 comedy drama musical romance comedy drama musical romance 
4469,8102,Appointment with Death,crime mystery,appointment with death crime mystery crime mystery author:agatha christie hercule poirot character:hercule poirot whodunit
25746,8103,"Hunchback of Notre Dame, The",drama horror,"hunchback of notre dame, the drama horror drama horror to see scary movies to see on halloween less than 300 ratings"
25802,8104,"Son of Kong, The",action adventure horror,"son of kong, the action adventure horror action adventure horror "
45335,8105,Footlight Parade,comedy musical romance,footlight parade comedy musical romance comedy musical romance national film registry less than 300 ratings
4922,8106,Halls of Montezuma,adventure war,halls of montezuma adventure war adventure war 
5018,8107,Motorama,adventure comedy,motorama adventure comedy adventure comedy 
55110,8108,December Boys,drama,december boys drama drama daniel radcliffe nudity (topless) nudity (topless - brief) pg13
56001,8109,Love in the Time of Cholera,drama romance,love in the time of cholera drama romance drama romance based on a book javier bardem nudity (topless) adapted from:book author:gabriel garcãâ­a mãâ¡rquez 'i don't care if you have cholera it's still heads or tails...call it' clearplay r
2537,8110,Beyond the Poseidon Adventure,adventure,beyond the poseidon adventure adventure adventure 
2853,8111,"Communion (a.k.a. Alice, Sweet Alice) (a.k.a. Holy Terror)",horror mystery,"communion (a.k.a. alice, sweet alice) (a.k.a. holy terror) horror mystery horror mystery setting:new jersey vhs"
2464,8112,Trick or Treat,horror,trick or treat horror horror 
4665,8113,Shocker,horror,shocker horror horror 
6390,8114,Silk Stockings,musical,silk stockings musical musical ninotchka remake
9017,8115,Twist,drama,twist drama drama based on a book charles dickens
48032,8116,"Tiger and the Snow, The (La Tigre e la neve)",comedy drama romance war,"tiger and the snow, the (la tigre e la neve) comedy drama romance war comedy drama romance war italian benigni"
654,8117,Und keiner weint mir nach,drama romance,und keiner weint mir nach drama romance drama romance 
2909,8118,"Five Wives, Three Secretaries and Me",documentary,"five wives, three secretaries and me documentary documentary "
3558,8119,"Law, The (a.k.a. Where the Hot Wind Blows!) (Le Legge)",drama,"law, the (a.k.a. where the hot wind blows!) (le legge) drama drama "
3750,8120,Boricua's Bond,drama,boricua's bond drama drama 
8382,8121,Hello Again,comedy,hello again comedy comedy death
8488,8122,Siddhartha,drama,siddhartha drama drama adaptation courtesan
44633,8123,"Devil and Daniel Johnston, The",documentary,"devil and daniel johnston, the documentary documentary artist genius less than 300 ratings austin outcast artist music documentary bab cinema netflix"
2544,8124,"School of Flesh, The (L' Ãcole de la chair)",drama romance,"school of flesh, the (l' ãcole de la chair) drama romance drama romance "
3154,8125,Blood on the Sun,drama war,blood on the sun drama war drama war less than 300 ratings
26803,8126,House of Angels (ÃnglagÃ¥rd),comedy drama,house of angels (ãnglagã¥rd) comedy drama comedy drama nudity (topless) owned nudity (topless - brief)
26726,8127,Dutch,comedy,dutch comedy comedy 
39896,8128,South Central,action crime drama,south central action crime drama action crime drama 
64957,8129,"Curious Case of Benjamin Button, The",drama fantasy mystery romance,"curious case of benjamin button, the drama fantasy mystery romance drama fantasy mystery romance to see ""underaged sex""=child porn biographical view episodic related:big related:forrest gump sad you mean he gets to go back inside the...oh lucky"
3820,8130,Thomas and the Magic Railroad,children,thomas and the magic railroad children children trains thomas the tank engine adapted from:book series
6285,8131,Levity,drama,levity drama drama morgan freeman
6376,8132,Respiro,comedy drama,respiro comedy drama comedy drama 
2426,8133,"Theory of Flight, The",comedy drama romance,"theory of flight, the comedy drama romance comedy drama romance "
26782,8134,"Mambo Kings, The",drama musical,"mambo kings, the drama musical drama musical boring musical"
42736,8135,April's Shower,comedy romance,april's shower comedy romance comedy romance lesbian
53133,8136,Gracie,drama,gracie drama drama 
55020,8137,"Ten, The",comedy,"ten, the comedy comedy clearplay r"
55100,8138,I Could Never Be Your Woman,comedy romance,i could never be your woman comedy romance comedy romance 
1164,8139,Two or Three Things I Know About Her,drama,two or three things i know about her drama drama 
5022,8140,"Servant, The",drama,"servant, the drama drama alcoholism anti-authoritarian based on a book dangerous attraction england gullibility house housekeeper library loyalty vs. betrayal manipulation seduction see: gaslight servants and employers switching places winter"
7839,8141,Love Crazy,comedy,love crazy comedy comedy playlist less than 300 ratings
8516,8142,"Matter of Life and Death, A (Stairway to Heaven)",comedy fantasy romance,"matter of life and death, a (stairway to heaven) comedy fantasy romance comedy fantasy romance scala al paradiso american patriotism/prejudice angelic intervention ghosts/afterlife setting:wwii tumey's dvds"
8765,8143,This Gun for Hire,crime film noir thriller,this gun for hire crime film noir thriller crime film noir thriller in netflix queue literary adaptation tcm to rent adapted from:book author:graham greene based on book fugitive
8767,8144,"Big Clock, The",crime drama film noir thriller,"big clock, the crime drama film noir thriller crime drama film noir thriller tcm"
25763,8145,Pandora's Box (Die BÃ¼chse der Pandora),drama,pandora's box (die bã¼chse der pandora) drama drama german expressionism louise brooks to see supremely sexy janus 50 grim sensual sexual sexy stylized criterion facebook rec easily confused with other movie(s) (title) dvd-video sven's to see list
25954,8146,Orpheus (OrphÃ©e),drama fantasy romance,orpheus (orphã©e) drama fantasy romance drama fantasy romance criterion atmospheric eerie lyrical meditative reflective stylized jean cocteau
30712,8147,"Narrow Margin, The",crime drama film noir,"narrow margin, the crime drama film noir crime drama film noir movielens top pick tcm less than 300 ratings old"
31528,8148,Beau Geste,action adventure drama war,beau geste action adventure drama war action adventure drama war adopted brothers french foreign legion robbery treasure war wealth j netflix
32369,8149,Panic in the Streets,crime drama film noir thriller,panic in the streets crime drama film noir thriller crime drama film noir thriller jack palance richard widmark zero mostel fox film noir series
46803,8150,Young Mr. Lincoln,drama,young mr. lincoln drama drama national film registry criterion
47306,8151,"Canterbury Tale, A",drama mystery war,"canterbury tale, a drama mystery war drama mystery war movielens top pick americans abroad atmospheric earnest heartwarming life on the homefront lyrical nostalgic stylized whimsical tumey's dvds"
49200,8152,"Foreign Affair, A",comedy romance,"foreign affair, a comedy romance comedy romance less than 300 ratings"
7753,8153,Tuesdays with Morrie,drama,tuesdays with morrie drama drama 
64614,8154,Gran Torino,action drama thriller,gran torino action drama thriller action drama thriller classic car culture clash gang life & death mentor old men racism revenge wasted life
8826,8155,Human Resources (Ressources Humaines),drama,human resources (ressources humaines) drama drama not as good as i expected padre e hijo
1842,8156,Illtown,crime drama,illtown crime drama crime drama 
1433,8157,"Machine, The",comedy horror,"machine, the comedy horror comedy horror "
1891,8158,"Ugly, The",horror thriller,"ugly, the horror thriller horror thriller flashbacks"
1990,8159,Prom Night IV: Deliver Us From Evil,horror,prom night iv: deliver us from evil horror horror 
3442,8160,Band of the Hand,action,band of the hand action action directorial debut betamax
5800,8161,How to Murder Your Wife,comedy,how to murder your wife comedy comedy 
8385,8162,Lover Come Back,comedy romance,lover come back comedy romance comedy romance netwatch less than 300 ratings doris day romance classic
2534,8163,Avalanche,action,avalanche action action 
3026,8164,Slaughterhouse,horror,slaughterhouse horror horror 
3027,8165,Slaughterhouse 2,horror,slaughterhouse 2 horror horror 
4706,8166,"Cage aux Folles II, La",comedy,"cage aux folles ii, la comedy comedy adapted from:play betamax"
7249,8167,Plaza Suite,comedy,plaza suite comedy comedy 
7821,8168,Ice-Cold in Alex,adventure drama war,ice-cold in alex adventure drama war adventure drama war 
8338,8169,Black Narcissus,drama,black narcissus drama drama convent religion library oscar (best cinematography) atmospheric claustrophobic compassionate disturbing lavish passionate reflective stylized criterion himalayas tumey's dvds dvd-r dvd-ram
8571,8170,Bob & Carol & Ted & Alice,comedy drama,bob & carol & ted & alice comedy drama comedy drama vday
8612,8171,Lassie Come Home,adventure children drama,lassie come home adventure children drama adventure children drama based on a book directorial debut dogs national film registry
26404,8172,In Praise of Older Women,comedy drama,in praise of older women comedy drama comedy drama 
34482,8173,"Browning Version, The",drama,"browning version, the drama drama in netflix queue criterion exceptional acting friends should see moving tumey's dvds"
36539,8174,"Thing About My Folks, The",comedy,"thing about my folks, the comedy comedy pg-13"
3883,8175,Catfish in Black Bean Sauce,comedy drama,catfish in black bean sauce comedy drama comedy drama florida film festival winner florida film festival winner best narrative feature grand jury award 1999
59604,8176,"Girl Next Door, The",crime drama horror thriller,"girl next door, the crime drama horror thriller crime drama horror thriller nudity (topless) nudity (topless - brief) easily confused with other movie(s) (title)"
2737,8177,Assassination,action,assassination action action betamax
3378,8178,"Ogre, The (Der Unhold)",drama,"ogre, the (der unhold) drama drama wwii kids nazis war john malkovich"
3650,8179,Anguish (Angustia),horror,anguish (angustia) horror horror clv
4096,8180,"Curse, The (a.k.a. The Farm)",horror sci fi,"curse, the (a.k.a. the farm) horror sci fi horror sci fi h.p. lovecraft vhs"
4505,8181,For Keeps,drama romance,for keeps drama romance drama romance 
4522,8182,Masquerade,mystery romance thriller,masquerade mystery romance thriller mystery romance thriller nudity (topless)
4528,8183,Off Limits,action thriller war,off limits action thriller war action thriller war 
4548,8184,Sunset,action comedy thriller western,sunset action comedy thriller western action comedy thriller western 
4550,8185,Switching Channels,comedy,switching channels comedy comedy 
4593,8186,Family Business,comedy,family business comedy comedy 
4594,8187,Farewell to the King,action war,farewell to the king action war action war 
4666,8188,Skin Deep,comedy,skin deep comedy comedy addiction recovery
4261,8189,Lilies,drama fantasy romance,lilies drama fantasy romance drama fantasy romance 2
5946,8190,Pellet (El Bola),drama,pellet (el bola) drama drama achero maãâ±as malos tratos
6487,8191,"Heart of Me, The",drama romance,"heart of me, the drama romance drama romance netflix"
26599,8192,Law of Desire (La Ley del deseo),comedy drama romance,law of desire (la ley del deseo) comedy drama romance comedy drama romance almodovar pedro almodãæãâ³var 1980s closeted homosexual correspondence flaming gay glbt letters male nudity masturbation mother daughter relationship movie business movies about movies not funny pseudonym see: happy together (buenos aires affair) (chun gwong cha sit) siblings teddy award transsexuals pedro almodãâ³var humorous love triangles quirky racy foreign spanish nc-17
53769,8193,In Search of a Midnight Kiss,comedy romance,in search of a midnight kiss comedy romance comedy romance netflix
62137,8194,Nights in Rodanthe,drama romance,nights in rodanthe drama romance drama romance 
4715,8195,"Awakening, The",horror,"awakening, the horror horror "
5155,8196,"Big Bird Cage, The",action,"big bird cage, the action action "
41425,8197,"Dying Gaul, The",drama romance,"dying gaul, the drama romance drama romance 1990s adultery based on a play bisexual chat rooms hollywood seen 2006 writers"
48791,8198,Flicka,children drama,flicka children drama children drama horses mustangs ranch rodeo animal:horse
403,8199,Two Crimes (Dos crÃ­menes),comedy crime drama,two crimes (dos crã­menes) comedy crime drama comedy crime drama 
7282,8200,"Hip Hop Witch, Da",comedy horror thriller,"hip hop witch, da comedy horror thriller comedy horror thriller library rare spoof"
44494,8201,Son of the Pink Panther,comedy,son of the pink panther comedy comedy inspector clouseau (series)
1531,8202,Losing Chase,drama,losing chase drama drama less than 300 ratings depression lesbian
2039,8203,Cheetah,adventure children,cheetah adventure children adventure children 
5104,8204,Cows (Vacas),drama,cows (vacas) drama drama julio medem
8273,8205,"Tale of Ham and Passion, A (JamÃ³n, JamÃ³n)",comedy drama romance,"tale of ham and passion, a (jamã³n, jamã³n) comedy drama romance comedy drama romance penelope cruz bigas luna javier bardem"
8705,8206,Funny About Love,comedy romance,funny about love comedy romance comedy romance 
8787,8207,Thunderbirds Are GO,action sci fi,thunderbirds are go action sci fi action sci fi 
31606,8208,Siberia,comedy,siberia comedy comedy 
439,8209,Dangerous Game,drama,dangerous game drama drama 
890,8210,Baton Rouge (BÃ¢ton rouge),thriller,baton rouge (bã¢ton rouge) thriller thriller 
1776,8211,Ride,drama,ride drama drama 
1899,8212,Passion in the Desert,adventure drama,passion in the desert adventure drama adventure drama artistic
3493,8213,Torso (I Corpi Presentano Tracce di Violenza Carnale),horror mystery thriller,torso (i corpi presentano tracce di violenza carnale) horror mystery thriller horror mystery thriller 
32385,8214,"Toolbox Murders, The",horror thriller,"toolbox murders, the horror thriller horror thriller "
7490,8215,At First Sight (a.k.a. Between Us) (a.k.a. Entre Nous) (Coup de foudre),drama,at first sight (a.k.a. between us) (a.k.a. entre nous) (coup de foudre) drama drama french lesbian love story bibliothek not seen
2156,8216,"Best Man, The (Il Testimone dello sposo)",comedy drama romance,"best man, the (il testimone dello sposo) comedy drama romance comedy drama romance "
7411,8217,Munchies,comedy horror,munchies comedy horror comedy horror 
2465,8218,Deadly Friend,horror,deadly friend horror horror betamax
61250,8219,"House Bunny, The",comedy,"house bunny, the comedy comedy baa-list2 friendship playboy girl movie to see"
62336,8220,FLCL,animation comedy fantasy sci fi,flcl animation comedy fantasy sci fi animation comedy fantasy sci fi anime
3205,8221,"Black Sunday (Maschera del demonio, La)",horror,"black sunday (maschera del demonio, la) horror horror black and white bava gothic"
4289,8222,"City of Women, The (La CittÃ  delle Donne)",comedy drama fantasy,"city of women, the (la cittã  delle donne) comedy drama fantasy comedy drama fantasy "
591,8223,Tough and Deadly,action drama thriller,tough and deadly action drama thriller action drama thriller 
1308,8224,I Shot a Man in Vegas,comedy,i shot a man in vegas comedy comedy 
2489,8225,Spanish Fly,drama,spanish fly drama drama 
192,8226,"Show, The",documentary,"show, the documentary documentary "
5192,8227,"Island, The",adventure horror thriller,"island, the adventure horror thriller adventure horror thriller 70mm"
5807,8228,Love In the Time of Money,comedy drama,love in the time of money comedy drama comedy drama 'yeah the test audience thought that was a better title...more upbeat'
6267,8229,Assassination Tango,drama thriller,assassination tango drama thriller drama thriller too slow dance
7148,8230,Love Don't Cost a Thing,drama romance,love don't cost a thing drama romance drama romance christina milian
7315,8231,Against the Ropes,comedy drama,against the ropes comedy drama comedy drama boxing meg ryan dumb but funny
8771,8232,Sherlock Holmes: Terror by Night,crime mystery thriller,sherlock holmes: terror by night crime mystery thriller crime mystery thriller 
8792,8233,Octane,horror thriller,octane horror thriller horror thriller jonathan rhys meyers
31494,8234,Everyday People,drama,everyday people drama drama 
33136,8235,House of D,drama,house of d drama drama coming of age decovny nyc puns robin w
4162,8236,See Spot Run,comedy,see spot run comedy comedy 
5864,8237,"Tarzan, the Ape Man",adventure,"tarzan, the ape man adventure adventure golden raspberry (worst actress)"
4099,8238,Death Before Dishonor,action,death before dishonor action action betamax
2652,8239,"Curse of Frankenstein, The",horror,"curse of frankenstein, the horror horror hammer film productions gothic"
37,8240,Across the Sea of Time,documentary imax,across the sea of time documentary imax documentary imax 
4107,8241,Family Viewing,drama,family viewing drama drama 
4141,8242,Head Over Heels,comedy romance,head over heels comedy romance comedy romance taped
7021,8243,Pure Luck,comedy crime,pure luck comedy crime comedy crime 
55854,8244,"Fugitive, The",drama,"fugitive, the drama drama "
690,8245,"Promise, The (Das Versprechen)",drama romance,"promise, the (das versprechen) drama romance drama romance "
723,8246,Two Friends,drama,two friends drama drama 
8770,8247,Evilspeak,horror sci fi,evilspeak horror sci fi horror sci fi 
8839,8248,"Mangler, The",horror,"mangler, the horror horror "
8885,8249,"Sentinel, The",horror,"sentinel, the horror horror "
8889,8250,"Legacy, The",horror,"legacy, the horror horror "
8892,8251,Basket Case 3: The Progeny,comedy horror,basket case 3: the progeny comedy horror comedy horror 
8893,8252,Basket Case 2,comedy horror,basket case 2 comedy horror comedy horror 
8896,8253,I Married a Monster from Outer Space,horror sci fi,i married a monster from outer space horror sci fi horror sci fi 
8902,8254,Bug,horror mystery sci fi,bug horror mystery sci fi horror mystery sci fi 
8903,8255,"Terror, The",horror mystery,"terror, the horror mystery horror mystery tumey's dvds jack nicholson"
9008,8256,"Invisible Man Returns, The",horror sci fi,"invisible man returns, the horror sci fi horror sci fi invisibility"
26841,8257,Splitting Heirs,comedy,splitting heirs comedy comedy 
30977,8258,"Pickle, The",comedy,"pickle, the comedy comedy "
32078,8259,Godzilla vs. Mechagodzilla (Gojira VS Mekagojira),action drama sci fi,godzilla vs. mechagodzilla (gojira vs mekagojira) action drama sci fi action drama sci fi 
34645,8260,Race with the Devil,action horror mystery,race with the devil action horror mystery action horror mystery 
1532,8261,Sprung,comedy,sprung comedy comedy 
2855,8262,Nightmares,horror,nightmares horror horror 
4097,8263,Dead of Winter,horror thriller,dead of winter horror thriller horror thriller betamax
5408,8264,Nora,drama,nora drama drama bibliothek
5710,8265,Banana Joe,comedy,banana joe comedy comedy bud spencer
5822,8266,Mutant Action (AcciÃ³n Mutante),action comedy sci fi,mutant action (acciã³n mutante) action comedy sci fi action comedy sci fi 
2257,8267,No Small Affair,comedy romance,no small affair comedy romance comedy romance female stripper (scene) music is key to story (not musical genre) photographer as protagonist teen
31408,8268,Summer Storm (Sommersturm),drama romance,summer storm (sommersturm) drama romance drama romance nudity (topless) coming of age gay lead character german\t\t\t\t\t \t\t\t\t\t\tgay germany â 15555555555
58309,8269,War Dance,documentary,war dance documentary documentary bab cinema
26564,8270,'Round Midnight,drama musical,'round midnight drama musical drama musical musical jazz netwatch
54768,8271,Daddy Day Camp,children comedy,daddy day camp children comedy children comedy imdb bottom 100 netflix
744,8272,Brothers in Trouble,drama,brothers in trouble drama drama 
1622,8273,Kicked in the Head,comedy drama,kicked in the head comedy drama comedy drama 
2543,8274,Six Ways to Sunday,comedy,six ways to sunday comedy comedy 
3413,8275,Impact,crime drama,impact crime drama crime drama 
3748,8276,"Match, The",comedy romance,"match, the comedy romance comedy romance "
4259,8277,"Luzhin Defence, The",drama romance,"luzhin defence, the drama romance drama romance nabokov library emily watson adopted from:book author:vladimir nabokov chess christopher thompson geraldine james stuart wilson john turturro hw drama"
4663,8278,She's Out of Control,comedy,she's out of control comedy comedy 
5168,8279,Royal Wedding,comedy musical romance,royal wedding comedy musical romance comedy musical romance fred astaire
5441,8280,Traces of Red,mystery thriller,traces of red mystery thriller mystery thriller 
5753,8281,Who Pulled the Plug? (GÃ¶ta Kanal),comedy,who pulled the plug? (gã¶ta kanal) comedy comedy boat gãâ¶ta kanal sweden gota kanal
6089,8282,"J. Gang Meets Dynamite Harry, The (JÃ¶nssonligan & DynamitHarry)",comedy crime,"j. gang meets dynamite harry, the (jã¶nssonligan & dynamitharry) comedy crime comedy crime "
6488,8283,Jet Lag (DÃ©calage horaire),comedy romance,jet lag (dã©calage horaire) comedy romance comedy romance 
6572,8284,Scorched,comedy crime,scorched comedy crime comedy crime 
6623,8285,Passionada,comedy romance,passionada comedy romance comedy romance passionate a slight film but emmy rossum is terrific
7185,8286,Real Men,comedy sci fi,real men comedy sci fi comedy sci fi 
7278,8287,Daddy and Them,comedy drama,daddy and them comedy drama comedy drama 
7838,8288,"Internecine Project, The",thriller,"internecine project, the thriller thriller "
8007,8289,Pure Country,drama musical romance,pure country drama musical romance drama musical romance netwatch
8588,8290,Killing Me Softly,drama mystery romance thriller,killing me softly drama mystery romance thriller drama mystery romance thriller nudity (full frontal - notable)
8599,8291,"Escapist, The",thriller,"escapist, the thriller thriller "
8780,8292,"Assassination Bureau, The",action adventure comedy crime sci fi,"assassination bureau, the action adventure comedy crime sci fi action adventure comedy crime sci fi less than 300 ratings comics based"
62849,8293,RocknRolla,action crime drama thriller,rocknrolla action crime drama thriller action crime drama thriller ne r action/comedy crime drugs guy ritchie
5751,8294,Goodbye Pork Pie,action adventure drama,goodbye pork pie action adventure drama action adventure drama less than 300 ratings
25826,8295,Libeled Lady,comedy romance,libeled lady comedy romance comedy romance screwball comedy in netflix queue playlist
33454,8296,LÃ©olo,comedy drama,lã©olo comedy drama comedy drama madness nudity (topless)
1817,8297,No Looking Back,drama romance,no looking back drama romance drama romance 
5403,8298,"Sleepy Time Gal, The",drama,"sleepy time gal, the drama drama "
6859,8299,"Devil and Daniel Webster, The",drama fantasy,"devil and daniel webster, the drama fantasy drama fantasy criterion netflix top pick"
8056,8300,Harper,crime drama mystery,harper crime drama mystery crime drama mystery less than 300 ratings
25755,8301,"Phantom of the Opera, The",drama horror,"phantom of the opera, the drama horror drama horror based on a book lon chaney universal horror national film registry erlend's dvds afi 100 (thrills)"
25930,8302,Odd Man Out,crime drama film noir thriller,odd man out crime drama film noir thriller crime drama film noir thriller tcm less than 300 ratings
47907,8303,Fateless (SorstalansÃ¡g),drama war,fateless (sorstalansã¡g) drama war drama war tumey's dvds
1075,8304,"Sexual Life of the Belgians, The (La Vie sexuelle des Belges 1950-1978)",comedy romance,"sexual life of the belgians, the (la vie sexuelle des belges 1950-1978) comedy romance comedy romance "
1313,8305,Mad Dog Time,crime,mad dog time crime crime 
5399,8306,River of No Return,adventure western,river of no return adventure western adventure western bibliothek
2777,8307,Cobra,drama,cobra drama drama 
7041,8308,Trapped in Paradise,comedy crime,trapped in paradise comedy crime comedy crime 
8015,8309,"Phantom Tollbooth, The",adventure animation children fantasy,"phantom tollbooth, the adventure animation children fantasy adventure animation children fantasy based on a book adapted from:book"
33168,8310,Jiminy Glick in La La Wood,comedy mystery,jiminy glick in la la wood comedy mystery comedy mystery adapted from tv show
51037,8311,Unknown,drama mystery thriller,unknown drama mystery thriller drama mystery thriller less than 300 ratings 'it's just hostel 3 with better actors' memory loss survival
59065,8312,Chapter 27,crime drama,chapter 27 crime drama crime drama nudity (topless) nudity (topless - brief)
1165,8313,"Bloody Child, The",drama thriller,"bloody child, the drama thriller drama thriller "
4288,8314,Pola X,drama romance,pola x drama romance drama romance 
7286,8315,Simple Men,comedy drama,simple men comedy drama comedy drama great dialogue hal hartly
1811,8316,"Niagara, Niagara",drama,"niagara, niagara drama drama "
3913,8317,Barenaked in America,documentary,barenaked in america documentary documentary 
6775,8318,Life and Debt,documentary,life and debt documentary documentary jamaica own politics capitalism workers workplace
8502,8319,Show Boat,drama musical romance,show boat drama musical romance drama musical romance remake
26479,8320,"Pirates of Penzance, The",adventure comedy musical romance,"pirates of penzance, the adventure comedy musical romance adventure comedy musical romance less than 300 ratings adapted from:operetta pirates playwright:gilbert & sullivan swashbuckler gilbert & sullivan operetta"
43908,8321,London,drama,london drama drama drugs love jason statham
4456,8322,Haunted Castle,animation horror imax,haunted castle animation horror imax animation horror imax 
4459,8323,Alaska: Spirit of the Wild,documentary imax,alaska: spirit of the wild documentary imax documentary imax alaska nature
4050,8324,"St. Francisville Experiment, The",horror thriller,"st. francisville experiment, the horror thriller horror thriller "
5430,8325,For a Lost Soldier (Voor een Verloren Soldaat),romance,for a lost soldier (voor een verloren soldaat) romance romance 
8579,8326,"Scarlet and the Black, The",drama war,"scarlet and the black, the drama war drama war less than 300 ratings"
8680,8327,In a Glass Cage (Tras el cristal),drama horror,in a glass cage (tras el cristal) drama horror drama horror 
8788,8328,Thunderbird Six,action sci fi,thunderbird six action sci fi action sci fi 
5831,8329,Soul Assassin,action crime thriller,soul assassin action crime thriller action crime thriller 
8828,8330,Dead Ringer,drama thriller,dead ringer drama thriller drama thriller 
3850,8331,Whatever Happened to Aunt Alice?,crime thriller,whatever happened to aunt alice? crime thriller crime thriller 
4286,8332,"Home of Our Own, A",drama,"home of our own, a drama drama "
4627,8333,Miss Firecracker,comedy,miss firecracker comedy comedy 
128,8334,Jupiter's Wife,documentary,jupiter's wife documentary documentary 
2466,8335,Belizaire the Cajun,drama,belizaire the cajun drama drama 
3288,8336,Cotton Mary,drama,cotton mary drama drama 
6146,8337,To Begin Again (a.k.a. Starting Over) (Volver a Empezar),drama,to begin again (a.k.a. starting over) (volver a empezar) drama drama oscar (best foreign language film)
3575,8338,Defying Gravity,drama,defying gravity drama drama 
8062,8339,Dahmer,drama horror thriller,dahmer drama horror thriller drama horror thriller gay religous serial killer jeremy renner murder
5208,8340,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane)",drama war,"ninth configuration, the (a.k.a. twinkle, twinkle, killer kane) drama war drama war 70mm"
4118,8341,Hot Pursuit,comedy,hot pursuit comedy comedy 
4402,8342,Dr. Goldfoot and the Bikini Machine,comedy,dr. goldfoot and the bikini machine comedy comedy parody related:007 (series)
5044,8343,Foxes,drama,foxes drama drama 
5249,8344,Spetters,drama,spetters drama drama 
5474,8345,"Legend of Boggy Creek, The",drama horror mystery thriller,"legend of boggy creek, the drama horror mystery thriller drama horror mystery thriller "
5760,8346,Lady Chatterley's Lover,drama romance,lady chatterley's lover drama romance drama romance easily confused with other movie(s) (title)
5933,8347,Cannery Row,drama,cannery row drama drama based on a book john steinbeck betamax
6200,8348,Insignificance,comedy drama,insignificance comedy drama comedy drama 
6353,8349,Roadie,comedy musical,roadie comedy musical comedy musical 
7615,8350,Desert Hearts,drama,desert hearts drama drama homosexuality lesbian
7922,8351,"Valachi Papers,The",crime drama,"valachi papers,the crime drama crime drama "
8725,8352,"Goodbye, Columbus",comedy drama romance,"goodbye, columbus comedy drama romance comedy drama romance related:the graduate like the graduate only not phlip roth"
8761,8353,"Three Lives of Thomasina, The",children drama,"three lives of thomasina, the children drama children drama "
8924,8354,I Wanna Hold Your Hand,comedy,i wanna hold your hand comedy comedy directorial debut the beatles beatles
25961,8355,"Gunfighter, The",action western,"gunfighter, the action western action western gregory peck less than 300 ratings genre:western noir"
26124,8356,Robinson Crusoe on Mars,sci fi,robinson crusoe on mars sci fi sci fi 
26629,8357,Killer Klowns from Outer Space,comedy horror sci fi,killer klowns from outer space comedy horror sci fi comedy horror sci fi clowns dickies alien invasion aliens
31555,8358,Mac and Me,children fantasy sci fi,mac and me children fantasy sci fi children fantasy sci fi whistling boogers from outer space can't remember
1742,8359,Caught Up,crime,caught up crime crime 
1886,8360,I Got the Hook Up,comedy,i got the hook up comedy comedy 
2623,8361,Trippin',comedy,trippin' comedy comedy 
3782,8362,Shaft's Big Score!,action crime,shaft's big score! action crime action crime blaxploitation
4460,8363,Encounter in the Third Dimension,imax,encounter in the third dimension imax imax 
6169,8364,"Black Stallion Returns, The",adventure children,"black stallion returns, the adventure children adventure children "
133,8365,Nueba Yol,comedy drama,nueba yol comedy drama comedy drama 
139,8366,Target,action drama,target action drama action drama 
142,8367,Shadows (Cienie),drama,shadows (cienie) drama drama 
398,8368,Frank and Ollie,documentary,frank and ollie documentary documentary 
400,8369,Homage,drama,homage drama drama 
620,8370,Scream of Stone (Cerro Torre: Schrei aus Stein),drama,scream of stone (cerro torre: schrei aus stein) drama drama werner herzog
623,8371,"Modern Affair, A",romance,"modern affair, a romance romance "
625,8372,Asfour Stah,drama,asfour stah drama drama 
629,8373,Rude,drama,rude drama drama less than 300 ratings
642,8374,Roula,drama,roula drama drama 
643,8375,Peanuts - Die Bank zahlt alles,comedy,peanuts - die bank zahlt alles comedy comedy 
644,8376,Happy Weekend,comedy,happy weekend comedy comedy 1
657,8377,Yankee Zulu,comedy drama,yankee zulu comedy drama comedy drama 
672,8378,Tarantella,drama,tarantella drama drama 
676,8379,They Bite,drama,they bite drama drama 
679,8380,"Run of the Country, The",drama,"run of the country, the drama drama "
682,8381,Tigrero: A Film That Was Never Made,documentary drama,tigrero: a film that was never made documentary drama documentary drama 
684,8382,Windows,drama,windows drama drama 
693,8383,Under the Domim Tree (Etz Hadomim Tafus),drama,under the domim tree (etz hadomim tafus) drama drama 
699,8384,To Cross the Rubicon,drama,to cross the rubicon drama drama 
738,8385,"GarÃ§u, Le",drama,"garã§u, le drama drama gerard depardieu"
749,8386,"Man from Down Under, The",drama,"man from down under, the drama drama "
752,8387,Vermont Is For Lovers,comedy documentary romance,vermont is for lovers comedy documentary romance comedy documentary romance 
758,8388,"Jar, The (Khomreh)",drama,"jar, the (khomreh) drama drama "
770,8389,Costa Brava,drama,costa brava drama drama 
4315,8390,Gabriela,comedy drama romance,gabriela comedy drama romance comedy drama romance 
7138,8391,"Bonaerense, El",action drama,"bonaerense, el action drama action drama police"
8632,8392,Secret Society,comedy,secret society comedy comedy 
8697,8393,"City of No Limits, The (En la ciudad sin lÃ­mites)",drama thriller,"city of no limits, the (en la ciudad sin lã­mites) drama thriller drama thriller "
32392,8394,800 Bullets (800 balas),comedy western,800 bullets (800 balas) comedy western comedy western alex de la iglesia humor
53326,8395,Them (Ils),horror,them (ils) horror horror 
59256,8396,Deception,action drama thriller,deception action drama thriller action drama thriller hugh jackman nudity (topless) movie to see
